,RMSE,bsl_options,params,scores
50,1.000494435789458,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 1.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 1.0}}",{'RMSE': 1.0004944357894581}
51,0.9998812501920022,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 4.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 4.5}}",{'RMSE': 0.99988125019200225}
52,0.9998810173869052,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 8.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 8.0}}",{'RMSE': 0.99988101738690516}
53,0.9998809244774891,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 11.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 11.5}}",{'RMSE': 0.99988092447748911}
54,0.9998808263649591,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 15.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 5.0, 'n_epochs': 15.0}}",{'RMSE': 0.99988082636495912}
55,1.0002378730819523,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 1.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 1.0}}",{'RMSE': 1.0002378730819523}
56,0.9996387858146984,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 4.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 4.5}}",{'RMSE': 0.99963878581469845}
57,0.9996313993091429,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 8.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 8.0}}",{'RMSE': 0.99963139930914291}
58,0.9996279417778444,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 11.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 11.5}}",{'RMSE': 0.99962794177784442}
59,0.9996249598752872,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 15.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 10.0, 'n_epochs': 15.0}}",{'RMSE': 0.99962495987528721}
60,1.0001956914484853,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 1.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 1.0}}",{'RMSE': 1.0001956914484853}
61,0.9996022629581572,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 4.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 4.5}}",{'RMSE': 0.99960226295815724}
62,0.9995835263889781,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 8.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 8.0}}",{'RMSE': 0.99958352638897807}
63,0.999576226278752,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 11.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 11.5}}",{'RMSE': 0.99957622627875198}
64,0.9995708893572135,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 15.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 15.0, 'n_epochs': 15.0}}",{'RMSE': 0.9995708893572135}
65,1.0002865131410892,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 1.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 1.0}}",{'RMSE': 1.0002865131410892}
66,0.9996924387906678,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 4.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 4.5}}",{'RMSE': 0.99969243879066783}
67,0.9996628180428233,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 8.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 8.0}}",{'RMSE': 0.99966281804282331}
68,0.9996530501827923,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 11.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 11.5}}",{'RMSE': 0.99965305018279227}
69,0.9996468728463178,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 15.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 20.0, 'n_epochs': 15.0}}",{'RMSE': 0.99964687284631781}
70,1.0004646089466036,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 1.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 1.0}}",{'RMSE': 1.0004646089466036}
71,0.9998659411485984,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 4.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 4.5}}",{'RMSE': 0.99986594114859839}
72,0.9998276893714706,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 8.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 8.0}}",{'RMSE': 0.9998276893714706}
73,0.9998168576852726,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 11.5}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 11.5}}",{'RMSE': 0.99981685768527262}
74,0.9998108551839491,"{'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 15.0}","{'bsl_options': {'method': 'als', 'reg_i': 10.5, 'reg_u': 25.0, 'n_epochs': 15.0}}",{'RMSE': 0.99981085518394908}
75,1.0005981267515442,"{'method': 'als', 'reg_i': 15.25, 'reg_u': 5.0, 'n_epochs': 1.0}","{'bsl_options': {'method': 'als', 'reg_i': 15.25, 'reg_u': 5.0, 'n_epochs': 1.0}}",{'RMSE': 1.0005981267515442}
76,0.9999444347463542,"{'method': 'als', 'reg_i': 15.25, 'reg_u': 5.0, 'n_epochs': 4.5}","{'bsl_options': {'method': 'als', 'reg_i': 15.25, 'reg_u': 5.0, 'n_epochs': 4.5}}",{'RMSE': 0.99994443474635419}
77,0.9999449039893651,"{'method': 'als', 'reg_i': 15.25, 'reg_u': 5.0, 'n_epochs': 8.0}","{'bsl_options': {'method': 'als', 'reg_i': 15.25, 'reg_u': 5.0, 'n_epochs': 8.0}}",{'RMSE': 0.99994490398936509}
