,RMSE,bsl_options,params,scores
0,0.9995791495358849,"{'method': 'als', 'reg_i': 1e-05, 'reg_u': 14.6, 'n_epochs': 10}","{'bsl_options': {'method': 'als', 'reg_i': 1e-05, 'reg_u': 14.6, 'n_epochs': 10}}",{'RMSE': 0.99957914953588489}
