,RMSE,bsl_options,params,scores
0,1.0239707384677024,"{'method': 'als', 'reg_i': 1e-05, 'reg_u': 14.6, 'n_epochs': 10}","{'bsl_options': {'method': 'als', 'reg_i': 1e-05, 'reg_u': 14.6, 'n_epochs': 10}, 'sim_options': {'name': 'pearson_baseline', 'shrinkage': 0, 'user_based': True}, 'k': 20}",{'RMSE': 1.0239707384677024}
1,1.0094437456997385,"{'method': 'als', 'reg_i': 1e-05, 'reg_u': 14.6, 'n_epochs': 10}","{'bsl_options': {'method': 'als', 'reg_i': 1e-05, 'reg_u': 14.6, 'n_epochs': 10}, 'sim_options': {'name': 'pearson_baseline', 'shrinkage': 0, 'user_based': True}, 'k': 40}",{'RMSE': 1.0094437456997385}
